Text,Created Date,Language,Retweet Count,Retweeted,Favorite Count,Favorited,co-ordinates,Tweeted By,Screen Name
Curio #780 | Happy birthday to justice?. @curious  http://t.co/YhYP1FCXbe,Tue Sep 01 09:45:19 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
"Curio #779 | Flip, flop, ow!. @curious  http://t.co/Qp2RW2Sj7l",Mon Aug 31 09:45:44 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #778 | An issue of life or death. @curious  http://t.co/j6xCXKW4Wq,Sun Aug 30 09:45:18 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #777 | Moon customs. @curious  http://t.co/DclhVnOVGh,Sat Aug 29 09:45:18 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #776 | Hole-less Swiss cheese?. @curious  http://t.co/jJfNSP8uiA,Fri Aug 28 09:45:05 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #775 | The terrifying sound of silence. @curious  http://t.co/zQLBbulbWq,Thu Aug 27 09:45:18 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #774 | Illegal activity in Times Square. @curious  http://t.co/KJHUiNOKoO,Wed Aug 26 09:45:53 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #773 | Scrabble scramble. @curious  http://t.co/PvftTmduRd,Tue Aug 25 09:45:29 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #772 | Beware the claw. @curious  http://t.co/NdTcpJEPKQ,Mon Aug 24 09:45:20 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #771 | Legendary killer Korean fans. @curious  http://t.co/bpI3hdxne9,Sun Aug 23 09:45:20 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #770 | Jettisoning jet lag. @curious  http://t.co/GzBqhODGJI,Sat Aug 22 09:45:20 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #769 | Bacon-flavored seaweed?. @curious  http://t.co/qTyzEQWnsq,Fri Aug 21 09:45:55 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #768 | Driving under the limit. @curious  http://t.co/LFYBn6O9Fg,Thu Aug 20 09:45:55 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #767 | A young ocean trash collector. @curious  http://t.co/5DYX9ZOhgs,Wed Aug 19 09:45:17 +0000 2015,en,1,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #766 | On a hot streak. @curious  http://t.co/31nnFPdthI,Tue Aug 18 09:45:17 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
"Curio #765 | ""Winning"" the lanterne rouge. @curious  http://t.co/tQlgy0kv9L",Mon Aug 17 18:22:58 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
"Curio #765 | ""Winning"" the lanterne rouge. @curious  http://t.co/GIySaLHO6C",Mon Aug 17 05:16:51 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #764 | New Rubik's record. @curious  http://t.co/o70YVFORXn,Sun Aug 16 09:45:56 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #763 | The Curious case of Benjamin's button. @curious  http://t.co/1nL4FnjIyX,Sat Aug 15 09:45:56 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #762 | Bad drought math. @curious  http://t.co/YuYpG3RkR1,Fri Aug 14 09:45:56 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #761 | Happy Lefty Day!. @curious  http://t.co/S1BuHRRLK6,Thu Aug 13 09:45:06 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #760 | Self-healing concrete. @curious  http://t.co/BHodEkTavh,Wed Aug 12 09:45:57 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #759 | Skinny jean syndrome. @curious  http://t.co/0WGoY3c3cG,Tue Aug 11 09:45:46 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #758 | Cat videos are good for you?. @curious  http://t.co/QXp7KD6vp7,Mon Aug 10 09:45:18 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #757 | No dying allowed. @curious  http://t.co/EFFdg7PIIc,Sun Aug 09 09:45:52 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #756 | No more warm water washing!. @curious  http://t.co/g4NyOAUWyU,Sat Aug 08 09:45:52 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #755 | The whole honesty idea. @curious  http://t.co/rTHkYqQyhz,Fri Aug 07 09:45:14 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #754 | A life saving graphic. @curious  http://t.co/7YP7BUEVYz,Thu Aug 06 09:45:12 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #753 | Soap or cilantro?. @curious  http://t.co/rxFuUawmrB,Wed Aug 05 09:45:12 +0000 2015,pt,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #752 | Samsung's road ahead. @curious  http://t.co/5EKD9BHjLM,Tue Aug 04 09:45:36 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #751 | Farewell smooth eggs. @curious  http://t.co/9R5SS1H9X9,Mon Aug 03 09:45:07 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #750 | Remote controlled legs. @curious  http://t.co/GJHyFviqYS,Sun Aug 02 09:45:56 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #749 | You are what you wear. @curious  http://t.co/E2cyNsYrIh,Sat Aug 01 09:45:56 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
"Curio #748 | The ""not a morning person"" gene. @curious  http://t.co/W0GKGrudgJ",Fri Jul 31 09:45:32 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
"Curio #747 | 10,000 'po' per day?. @curious  http://t.co/ElXYffkx4s",Thu Jul 30 09:45:48 +0000 2015,pt,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #746 | Instruments frozen in time. @curious  http://t.co/15qX5btel1,Wed Jul 29 09:45:06 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #745 | Fermenting anxiety. @curious  http://t.co/T4nGAxflk8,Tue Jul 28 09:45:55 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #744 | Litterbug shaming. @curious  http://t.co/efudTe3nn0,Mon Jul 27 09:45:00 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #743 | PoWiFi. @curious  http://t.co/GgvSJfFsoD,Sun Jul 26 09:45:00 +0000 2015,es,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #742 | Melting Everest. @curious  http://t.co/YQ9vcLEc8Z,Sat Jul 25 09:45:00 +0000 2015,en,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #741 | The man with golden blood. @curious  http://t.co/OXRkCCDTxi,Fri Jul 24 09:45:04 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #740 | A very fresh idea. @curious  http://t.co/oiBKCRiflC,Thu Jul 23 09:45:42 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #739 | Billion dollar crib. @curious  http://t.co/FRnQTCTpZl,Wed Jul 22 09:45:17 +0000 2015,es,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #738 | Samoa's missing day in history. @curious  http://t.co/dgy4dZ5nck,Tue Jul 21 09:45:38 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #737 | You can't record over moon dust. @curious  http://t.co/5eCTvTPyjX,Mon Jul 20 09:45:42 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #736 | Life-saving pizza . @curious  http://t.co/hzgxNHHWv3,Sun Jul 19 09:45:42 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #735 | Happy worst day to fly. @curious  http://t.co/1F0meoRBtx,Sat Jul 18 09:45:42 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #734 | Truck drivers blow your horns!. @curious  http://t.co/RhG0apsQLo,Fri Jul 17 09:45:08 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #733 | Mad Men caused mad investors. @curious  http://t.co/jzF6BB22T5,Thu Jul 16 09:45:02 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #732 | Ford's would-be assassins. @curious  http://t.co/uNOlhdtbyi,Wed Jul 15 09:45:44 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
"Curio #731 | Eat bugs, save planet. @curious  http://t.co/rRde5k5MXf",Tue Jul 14 09:45:10 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #730 | Tongue reception misconception. @curious  http://t.co/UpBEJVtjyX,Mon Jul 13 09:45:40 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #729 | Goodbye morning joe. @curious  http://t.co/7bjbrPyjFx,Sun Jul 12 09:45:40 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
"Curio #728 | Bombs yes, shampoo no. @curious  http://t.co/i8YboEBVy9",Sat Jul 11 09:45:40 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #727 | Elevator toilets?. @curious  http://t.co/4sgSFv3x8A,Sat Jul 11 02:40:35 +0000 2015,es,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #727 | Elevator toilets?. @curious  http://t.co/30ASHZygax,Fri Jul 10 09:45:09 +0000 2015,es,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #726 | Mr. Rogers' neighborly habits. @curious  http://t.co/4tzEu1oxQL,Thu Jul 09 09:45:30 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #725 | Better bagels. @curious  http://t.co/wCDDeu8rHh,Wed Jul 08 09:45:54 +0000 2015,en,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #724 | Happy 87th to the greatest invention ever!. @curious  http://t.co/FlOaN0a7d0,Tue Jul 07 09:45:02 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #714 | The golden gate almost wasn't golden. @curious  http://t.co/qupCZQw3aB,Mon Jul 06 17:25:46 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #723 | Mail bites. @curious  http://t.co/Tk2E2rzFgE,Mon Jul 06 09:45:34 +0000 2015,pt,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #722 | A chemical romance. @curious  http://t.co/2ZdPPYoghM,Sun Jul 05 09:45:34 +0000 2015,es,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #721 | Protecting independence. @curious  http://t.co/ivEqZcEvaE,Sat Jul 04 09:45:34 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
"Curio #720 | 100 years, 100 books, 0 readers. @curious  http://t.co/M968d6Cm1A",Fri Jul 03 09:45:35 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #719 | Miracle time-saving pill. @curious  http://t.co/Yt0zCmLbcG,Thu Jul 02 09:45:37 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #718 | NYPD color of the day. @curious  http://t.co/VTIMNVwwaW,Wed Jul 01 09:45:35 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #717 | Just one (leap) second. @curious  http://t.co/wUEmBEnnd1,Tue Jun 30 09:45:17 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #716 | Fly-by babies. @curious  http://t.co/oifc7N5B1K,Mon Jun 29 09:45:38 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #715 | Mac and cheese IP. @curious  http://t.co/3JAcVyK9Vn,Sun Jun 28 09:45:38 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #714 | The golden gate almost wasn't golden. @curious  http://t.co/qupCZQw3aB,Sat Jun 27 09:45:38 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #713 | An amusing map flap. @curious  http://t.co/qJUiYNlLBK,Fri Jun 26 09:45:52 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
"Curio #712 | War, the card game. @curious  http://t.co/gswhN2qIqY",Thu Jun 25 09:45:10 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #711 | Windshield wEYEpers. @curious  http://t.co/4e7Lijv0rf,Wed Jun 24 09:46:00 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #710 | Goose bumps. @curious  http://t.co/KPbId31wH2,Tue Jun 23 09:45:20 +0000 2015,en,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #709 | Watch those fingers!. @curious  http://t.co/n65EESbYdZ,Mon Jun 22 09:45:22 +0000 2015,en,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
"Curio #707 | Wait, what was I doing?. @curious  http://t.co/KSx0nTgpuU",Sat Jun 20 09:45:18 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #705 | Lifesaving manhole covers. @curious  http://t.co/3INbS5D1J1,Fri Jun 19 17:29:23 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
"Curio #706 | Ghost, New Mexico. @curious  http://t.co/X887w9YTTr",Fri Jun 19 09:45:55 +0000 2015,es,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #705 | Lifesaving manhole covers. @curious  http://t.co/3INbS5D1J1,Thu Jun 18 09:45:10 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #706 | Anyone home?. @curious  http://t.co/WuQy7JnGLl,Thu Jun 18 01:45:12 +0000 2015,en,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #704 | A noble Nobel story. @curious  http://t.co/j3G0Cm6VZe,Wed Jun 17 09:45:26 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #703 | Printing the Web. @curious  http://t.co/rJGW8Bb77i,Tue Jun 16 09:45:49 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #702 | Dead letters. @curious  http://t.co/K6ThW3cP8y,Mon Jun 15 09:45:50 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #701 | Eye hacking. @curious  http://t.co/GGvk3bTKXL,Sun Jun 14 09:45:50 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #700 | Are you counterfeit fit?. @curious  http://t.co/GP0qZ7aq4x,Sat Jun 13 09:45:50 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #699 | Jolt energy think. @curious  http://t.co/sdJBYrxao0,Fri Jun 12 09:45:06 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #698 | No more onion tears. @curious  http://t.co/P3PxwdZfAZ,Thu Jun 11 09:45:32 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #697 | A tuber tale. @curious  http://t.co/8fAcFrf1eF,Wed Jun 10 09:45:09 +0000 2015,es,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #696 | Burger eating 101. @curious  http://t.co/pVJG9lRCsL,Tue Jun 09 09:45:54 +0000 2015,en,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #695 | Chef Hal. @curious  http://t.co/a3GkvrwXDC,Mon Jun 08 09:45:17 +0000 2015,cy,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #694 | Cracking news. @curious  http://t.co/SMxw1ckPQ1,Sun Jun 07 09:45:17 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #693 | Satan's drink. @curious  http://t.co/QwbQzoU2zu,Sat Jun 06 09:45:17 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #692 | Tokyo's disaster parks. @curious  http://t.co/BZ0brUlkC1,Fri Jun 05 09:45:34 +0000 2015,tl,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #691 | Banners in the heavens. @curious  http://t.co/eq9Vq3a6I3,Thu Jun 04 09:45:20 +0000 2015,en,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #690 | Puppy hormones. @curious  http://t.co/KZYlUcN6Gv,Wed Jun 03 09:45:34 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #689 | A Kenneth Cole production. @curious  http://t.co/DaJtqutuDp,Tue Jun 02 09:45:12 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #688 | Octographer. @curious  http://t.co/niV2Pvqr9P,Mon Jun 01 09:45:51 +0000 2015,es,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #687 | Security tips. @curious  http://t.co/yd6LUTwkaw,Sun May 31 09:45:52 +0000 2015,es,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #686 | Wifi cold spot. @curious  http://t.co/taotCdHlIN,Sat May 30 09:45:52 +0000 2015,en,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #685 | Video gaming is good for you?. @curious  http://t.co/3qnokm8qPr,Fri May 29 17:30:21 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #684 | Hidden happiness. @curious  http://t.co/mXfaKeW9Wl,Thu May 28 09:45:10 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #683 | Bad Apple. @curious  http://t.co/8lxz7gX9Zn,Wed May 27 09:45:00 +0000 2015,en,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #682 | Hammer's time. @curious  http://t.co/Lpjg5Vywgl,Tue May 26 09:45:41 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #681 | Memorial marinade. @curious  http://t.co/TNBRjHSc1N,Mon May 25 09:45:41 +0000 2015,pt,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #680 | Deranged marriages. @curious  http://t.co/oUYoPP7WKC,Sun May 24 18:57:41 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #679 | Wet dog chemistry. @curious  http://t.co/FGzRjjufTN,Sat May 23 09:45:54 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #678 | 9 and 3 = the new 10 and 2. @curious  http://t.co/Zbx0XFvUaq,Fri May 22 09:45:52 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #677 | How Booth saved Lincoln. @curious  http://t.co/AYmJ3APVO3,Thu May 21 09:45:26 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #676 | DIY castle. @curious  http://t.co/GFP2zlwIjx,Wed May 20 09:45:48 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #675 | A good bet. @curious  http://t.co/vO8nBtV8WQ,Tue May 19 09:45:42 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #674 | The Human Library. @curious  http://t.co/GMNKbmRNQG,Mon May 18 09:45:32 +0000 2015,es,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #673 | An army of ghosts. @curious  http://t.co/C9beRKQG8e,Sun May 17 09:45:32 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #672 | Hollywood seat warmers. @curious  http://t.co/m3egkxqIuC,Sat May 16 09:45:32 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #671 | SPF-hippo. @curious  http://t.co/ZbQrpmivu3,Fri May 15 09:45:42 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #670 | NASA's dirty laundry. @curious  http://t.co/KM8WXEEcon,Thu May 14 09:45:18 +0000 2015,es,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #669 | Extra! Extra! Cheap prop newspaper!. @curious  http://t.co/0xgmaSOhez,Wed May 13 09:45:26 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #668 | An epic jam. @curious  http://t.co/qySSHGO5Tq,Tue May 12 09:45:56 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #665 | Elephant ears. @curious  http://t.co/yXA58TaX21,Mon May 11 17:20:58 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
